,0,1,2,3,4,5,6,7,8,9,10,11,12
tjp3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.2028095493566822,-0.0,-0.0,-0.0,-0.0,6.084637812231296,-0.0
cdhr2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ttc22,-0.0,-0.0,-0.0,1.6624122242192274,-0.0,-0.0,-0.0,1.6609378864146997,-0.0,-0.0,-0.0,-0.0,-0.0
ly6g6f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dhcr24,-0.0,4.0278743526741785,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
rnf44,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
rtkn,-0.0,-0.0,-0.0,-0.0,2.1608978339549503,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.1574859066102827,-0.0
dhx8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mrpl54,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
arl4d,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
synrg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tmem106a,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
zfr2,-0.0,1.3321709011099792,-0.0,3.6042016964530683,-0.0,-0.0,1.3311373655334067,1.330563683180168,-0.0,-0.0,-0.0,-0.0,-0.0
cog7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.3289592845981766,-0.0
cebpa,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
atcay,-0.0,-0.0,-0.0,1.8824475394966735,-0.0,-0.0,1.8815579621392184,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
rubcnl,-0.0,-0.0,3.597447527304082,0.6017342923519775,-0.0,-0.0,0.6011518107459946,-0.0,-0.0,-0.0,-0.0,68.42344484356111,-0.0
lbx2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dopey1,-0.0,-0.0,-0.0,-0.0,1.6624122242192274,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.380355487698738,-0.0
dapk3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
parm1,-0.0,-0.0,-0.0,-0.0,-0.0,1.879907777792163,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
hrh2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
vat1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
eef2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
foxn2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.3561320061599758,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dpp4,-0.0,0.38338222142913886,-0.0,0.3832497401187599,-0.0,-0.0,-0.0,-0.0,0.3819276904419375,1.2625068132173252,-0.0,0.3815320541226848,-0.0
igsf6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
rundc1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
zbtb7a,-0.0,-0.0,-0.0,0.44373121233482066,-0.0,-0.0,0.4432305657529364,-0.0,-0.0,-0.0,-0.0,0.4418748564649188,-0.0
baz1a,-0.0,0.7671282537176288,-0.0,0.7669423093900298,0.7669423093900298,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ncapd3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
map2k2,0.7044653820411788,4.0537250437533014,-0.0,4.0530167675026805,2.0974675399754212,0.7043760168967108,0.7055388455850602,0.7050913282907552,-0.0,-0.0,-0.0,6.472339246078781,-0.0
c8a,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.159978272106737,-0.0,-0.0,-0.0,2.1591906433336323,-0.0,-0.0
nek11,-0.0,3.8003824563798765,-0.0,2.2401330969337434,-0.0,0.30809525115532665,1.0598725602351686,-0.0,-0.0,-0.0,-0.0,1.0568074223414645,-0.0
tbr1,-0.0,-0.0,-0.0,-0.0,1.6624122242192274,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
creb3l3,-0.0,-0.0,-0.0,1.8824475394966735,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.885886617951762,-0.0
ccl5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zc3h12b,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
kri1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
anapc13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
rrp12,-0.0,1.4827789772454327,-0.0,-0.0,1.4825412246313214,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.480048308855671
dhx57,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mgat4d,-0.0,3.961217719429232,-0.0,-0.0,-0.0,-0.0,1.481709544857218,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
zc4h2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
eef2k,-0.0,1.4827789772454327,-0.0,1.4825412246313214,-0.0,-0.0,1.481709544857218,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
xkr6,-0.0,0.8348281036071759,-0.0,0.8346353263500292,-0.0,-0.0,0.8339610464092546,-0.0,-0.0,-0.0,-0.0,4.582452408615443,-0.0
oma1,-0.0,1.6151669067051708,-0.0,1.6147777020448997,0.5155919836836644,-0.0,0.5150516310544773,-0.0,-0.0,1.6122506353472341,-0.0,-0.0,-0.0
mtmr9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.481709544857218,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1700020l24rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
becn1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
secisbp2l,8.049805339795713,-0.0,8.050383777136439,-0.0,-0.0,8.049516164593378,-0.0,8.051830378028116,8.049516164593378,8.051540999814033,8.051540999814033,8.0477817217428,8.049227018383723
fam167a,-0.0,-0.0,-0.0,-0.0,0.3832497401187599,-0.0,1.2635573039260075,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
eva1a,-0.0,-0.0,-0.0,1.2035860714272444,-0.0,-0.0,6.0920997587500105,-0.0,-0.0,-0.0,-0.0,-0.0,1.2012586126617972
egln3,-0.0,0.8455792141748844,-0.0,0.8452896388581166,0.8452896388581166,-0.0,-0.0,0.8435544168227065,-0.0,-0.0,-0.0,-0.0,-0.0
dcbld2,-0.0,-0.0,0.30827106120827413,1.0610043058618266,0.3092693623871426,-0.0,3.7965696918401113,-0.0,-0.0,-0.0,0.30850564324661545,-0.0,-0.0
shc4,8.049805339795713,-0.0,8.050383777136439,-0.0,-0.0,8.049516164593378,-0.0,8.051830378028116,8.049516164593378,8.051540999814033,8.051540999814033,8.0477817217428,8.049227018383723
wnk4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
neil2,-0.0,-0.0,-0.0,-0.0,1.6624122242192274,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.6598335013661718
gcfc2,-0.0,9.049218862947864,-0.0,4.870667413057234,0.8452896388581166,0.23312175943678312,-0.0,-0.0,-0.0,-0.0,-0.0,0.8415348147284049,-0.0
wdr78,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
gm6781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brinp3,-0.0,0.3947976653394933,0.09150080908659487,2.9378047638953166,0.09196557565664938,-0.0,-0.0,0.39346956634750074,-0.0,0.09160995204754403,0.9652344713830353,0.09125571813704947,-0.0
arhgap5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.661551940129975,-0.0,-0.0,1.6608151188373923,-0.0,-0.0,1.6598335013661718
secisbp2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
nubpl,-0.0,5.951403512000406,-0.0,0.17836137905523525,2.709581880042578,-0.0,4.189804231559942,0.177854000765947,-0.0,0.1778117868124709,0.1778117868124709,-0.0,0.17747444802503526
eif2s3x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elmod2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ap2b1,1.201480003056471,1.2038080640034454,-0.0,-0.0,1.2035860714272444,-0.0,1.2028095493566822,-0.0,-0.0,-0.0,-0.0,1.2007053865153579,-0.0
mitf,-0.0,4.310344652462202,-0.0,0.7669423093900298,0.7669423093900298,-0.0,0.7662919408467193,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ints6,-0.0,0.9106248316490415,-0.0,0.9104250348568426,0.9104250348568426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.90783280592443,-0.0
zc3h12c,-0.0,0.19795857959627847,-0.0,-0.0,-0.0,-0.0,0.1974063257554689,1.8821505418055582,-0.0,0.03947389765861826,0.03947389765861826,-0.0,-0.0
kcne3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.0715212665572995,-0.0,-0.0,-0.0,-0.0,3.0688604698311193,-0.0
tanc1,-0.0,-0.0,-0.0,-0.0,0.7669423093900298,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1110059e24rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plekhh3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ccdc186,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ppp1r32,-0.0,1.6626581497858588,1.6603241945555043,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
heatr5a,-0.0,1.2038080640034454,-0.0,-0.0,-0.0,-0.0,-0.0,1.2022553209549336,-0.0,-0.0,-0.0,1.2007053865153579,1.2012586126617972
slc24a5,20.12553133651801,1.8827018347598559,20.126977647356913,-0.0,-0.0,20.12480828981586,-0.0,20.130594693697482,20.12480828981586,20.129871139298015,20.129871139298015,20.120471530931432,20.12408531560591
fam124a,-0.0,-0.0,4.5466714346498645,6.723303432199332,-0.0,-0.0,1.341528088107992,-0.0,-0.0,-0.0,-0.0,88.55545557467923,-0.0
ubd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nkx6-1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ano4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tubg1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
arl6ip5,-0.0,-0.0,-0.0,-0.0,1.8824475394966735,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
chrnb4,-0.0,0.8348281036071759,52.33720418930077,2.4137211342305553,2.4137211342305553,52.33156159642165,52.356025102258364,52.346612284902,52.33156159642165,2.4107892535798183,-0.0,52.320281500967795,52.32968110933438
lars2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
epn1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.9110983799678065,4.909742634980601,-0.0,-0.0,-0.0,-0.0,-0.0
sppl2b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slfn8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xrra1,-0.0,1.7209493897180628,-0.0,-0.0,-0.0,-0.0,1.7191538780874995,-0.0,-0.0,1.7179581517947091,1.7179581517947091,0.5545782630529226,-0.0
leprot,-0.0,1.4827789772454327,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
lsm7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
rims4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
spcs2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ccdc106,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
pdk3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
trim13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
scai,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
lcat,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
neu3,-0.0,0.9960078058867378,-0.0,2.803773089319216,-0.0,-0.0,-0.0,-0.0,-0.0,0.9944566540269918,-0.0,-0.0,-0.0
oaz1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
eogt,-0.0,1.3321709011099792,-0.0,1.3319411256870302,-0.0,-0.0,1.3311373655334067,-0.0,-0.0,1.330448989562662,-0.0,-0.0,-0.0
pcyt1b,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
hectd1,1.595707666183273,0.19090772220900487,-0.0,0.7155127570870801,0.7155127570870801,-0.0,0.19051049189771102,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
abi3bp,-0.0,0.0982409881523263,0.09769765885981813,-0.0,0.41626886538673047,-0.0,0.09798324163445483,-0.0,-0.0,-0.0,0.09781179083347619,-0.0,0.09758366206900543
amh,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
helq,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
pkig,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
impg2,-0.0,0.20430277974085131,-0.0,-0.0,0.7561676854823459,-0.0,-0.0,-0.0,-0.0,0.7543924481672459,-0.0,0.20301706041777343,-0.0
hpse,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tpbg,-0.0,4.169709321030698,-0.0,5.7236875014874835,4.168562207566291,-0.0,4.164550039828665,0.9229643428854096,-0.0,-0.0,0.08581310389172124,-0.0,-0.0
raver2,0.6001548118712421,1.8358331890092423,0.600320843226706,1.8354238353771053,0.6017342923519775,-0.0,0.6011518107459946,-0.0,-0.0,1.8327658234763162,-0.0,-0.0,-0.0
arx,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
plekhj1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ssc5d,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.8815579621392184,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
adrb1,-0.0,0.309387038116874,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.794030453926508,-0.0,-0.0
vps13c,36.22840018101235,-0.0,36.23100406275593,-0.0,-0.0,36.227098435951376,-0.0,36.23751605258209,36.227098435951376,36.23621339327544,36.23621339327544,-0.0,36.22579682136796
nat14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
g2e3,-0.0,0.7564411904587902,-0.0,0.7561676854823459,0.2042106618179737,-0.0,0.7552112405178502,0.7545288482639388,-0.0,-0.0,0.7543924481672459,-0.0,-0.0
wdr38,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
sgcg,-0.0,2.248240381451644,-0.0,2.247799652182223,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.7645300852109371,2.243178953632051
cops4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
klhl35,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.3311373655334067,-0.0,-0.0,-0.0,-0.0,1.3289592845981766,-0.0
mid1,-0.0,-0.0,-0.0,0.2882703403093619,0.2882703403093619,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ror1,0.1775587204762465,0.17844608744149543,0.17764303453709296,0.17836137905523525,0.17836137905523525,-0.0,-0.0,4.187257509822494,-0.0,0.1778117868124709,-0.0,0.6738746751191349,-0.0
lin54,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
gnptab,-0.0,0.6515284215339557,0.6498887368767562,0.6513555910827653,-0.0,0.6496302899543968,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
gdpd5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.4428019441160883,-0.0,-0.0
sec31a,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
fbxo33,-0.0,4.348973110435775,-0.0,-0.0,0.3832497401187599,-0.0,1.2635573039260075,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
uchl4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lzts2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
nup37,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ccl12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uvrag,-0.0,0.3567048619907826,-0.0,0.3565774740713584,1.1921282013635461,-0.0,0.3561320061599758,0.3558141870589435,-0.0,-0.0,-0.0,0.3549259397241338,-0.0
nfkbiz,-0.0,-0.0,-0.0,0.47807847583978724,-0.0,-0.0,-0.0,-0.0,-0.0,1.5146429760779587,-0.0,0.476149528237127,-0.0
pdzrn3,-0.0,-0.0,-0.0,0.2042106618179737,-0.0,-0.0,0.20388858921182096,-0.0,-0.0,-0.0,-0.0,0.20301706041777343,-0.0
4930524j08rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parpbp,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
rmi1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1810055g02rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccl7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
hacd2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
shq1,-0.0,1.0928938885898138,-0.0,-0.0,-0.0,-0.0,1.0919295257519086,-0.0,-0.0,-0.0,-0.0,1.0898974420423035,-0.0
pcsk7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.661551940129975,-0.0,-0.0,-0.0,-0.0,1.6592204600658054,-0.0
ccl2,-0.0,-0.0,-0.0,-0.0,-0.0,1.4801668756298942,-0.0,-0.0,-0.0,-0.0,-0.0,1.4794556956306877,-0.0
brsk1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dennd1a,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cfap53,-0.0,-0.0,2.5296714788732846,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
pet2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
klf16,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
oser1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
emsy,-0.0,0.5157464891127193,0.5142808238132355,0.5155919836836644,-0.0,-0.0,1.613416378088171,-0.0,-0.0,0.5145889882461097,-0.0,0.5135882266855022,-0.0
crb2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
kank4,-0.0,2.9427501738759574,-0.0,2.9419803080310998,0.2042106618179737,-0.0,-0.0,0.7545288482639388,-0.0,0.7543924481672459,1.6740925915049596,-0.0,-0.0
tmem98,-0.0,0.9106248316490415,-0.0,0.9104250348568426,0.9104250348568426,-0.0,0.9097261898653453,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
fam170a,-0.0,1.0127094237309213,-0.0,0.41626886538673047,0.41626886538673047,0.09761214915229256,1.8903117122743267,-0.0,-0.0,-0.0,-0.0,1.0071652688210322,-0.0
mageb4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ptprh,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
abca17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rabgap1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
haus8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
myo1d,-0.0,0.7996432282919085,-0.0,-0.0,0.21861486408863987,-0.0,0.21827913103156665,-0.0,-0.0,-0.0,-0.0,0.7957123388987135,-0.0
thyn1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ccr3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
foxa1,-0.0,1.2038080640034454,-0.0,1.2035860714272444,-0.0,-0.0,-0.0,1.2022553209549336,-0.0,-0.0,-0.0,-0.0,-0.0
samt3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fignl1,-0.0,1.8827018347598559,-0.0,1.8824475394966735,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
prdm8,-0.0,1.0928938885898138,-0.0,1.092679485870836,-0.0,-0.0,1.0919295257519086,-0.0,-0.0,-0.0,-0.0,-0.0,1.0904317023069972
tnni3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
stab2,-0.0,0.9106248316490415,-0.0,2.5979080649962607,-0.0,-0.0,2.5962905595397165,-0.0,-0.0,-0.0,-0.0,0.90783280592443,-0.0
rcbtb1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.023823055157743,-0.0
slc25a21,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
galm,-0.0,1.6626581497858588,-0.0,-0.0,1.6624122242192274,-0.0,7.961366342233763,-0.0,-0.0,1.6608151188373923,-0.0,-0.0,-0.0
tab3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mbd3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
plk5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
fthl17a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tgfbi,-0.0,-0.0,-0.0,-0.0,-0.0,0.44230247322155924,0.4432305657529364,-0.0,-0.0,-0.0,-0.0,0.4418748564649188,-0.0
tstd2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cdcp1,-0.0,-0.0,-0.0,-0.0,1.092679485870836,-0.0,1.0919295257519086,1.0913942682535207,-0.0,-0.0,-0.0,-0.0,1.0904317023069972
reep6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cox18,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
slc12a8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
