,0,1,2,3,4,5,6,7,8,9,10
mfsd5,-0.0,31.616627161424724,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
smtnl2,-0.0,-0.0,2.244072089196443,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
spred2,-0.0,0.11424371162928891,0.11343577531739278,1.0972719834667801,0.47240191925494657,-0.0,-0.0,1.0956436463435002,14.261729598788692,0.11464990060517746,0.4589985682874394
col27a1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.5439774349213333,-0.0,1.5443326139674,-0.0
pqlc3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tcf21,-0.0,-0.0,-0.0,-0.0,0.6485451451932851,-0.0,-0.0,0.6421741442018237,-0.0,-0.0,-0.0
pcdhb4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
wdr89,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.6157200517697372,-0.0,-0.0
thtpa,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
nlrp4e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
gm4997,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
gm21411,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
smkr-ps,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
prr15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.05531243997738,-0.0,-0.0,-0.0
adrb2,-0.0,2.9645780571934237,1.490773638430027,-0.0,-0.0,0.4862257207596025,4.847064553689509,0.48127894453332115,0.47900988611168066,0.48149919026521276,6.948232281910978
pnoc,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.6157200517697372,-0.0,-0.0
sprn,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
bricd5,-0.0,-0.0,3.7180256419888815,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.715351798078831
b230317f23rik,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mms22l,-0.0,-0.0,-0.0,1.0612147453777303,-0.0,-0.0,0.31966690364042033,-0.0,-0.0,-0.0,0.31228108044448555
tssc4,-0.0,3.325316673319774,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
zfp764,5.268794554373267,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
basp1,564.5649817651979,564.5961833567022,-0.0,0.08989226871163442,565.9281147159024,269.2834807967908,0.09158191471592454,-0.0,0.9202632320001314,-0.0,10.948291147566119
b230219d22rik,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
slc16a5,-0.0,-0.0,-0.0,2.575859545955296,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.5674387353863337
lrtm1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ifitm10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.6279940671422173,-0.0,-0.0,-0.0,1.6128539301323306
ccdc149,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
lkaaear1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.270971331479334,-0.0
whamm,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.318436566628535
gm9800,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1700101i19rik,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
zfp36l2,2.8369546092095077,0.744900833862687,-0.0,2.844421240302775,0.20847068324855,-0.0,-0.0,0.20503479819233886,1.627759239591739,1.6361294153799513,-0.0
zswim3,5.268794554373267,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ptprcap,-0.0,3.7216930761197133,-0.0,-0.0,-0.0,-0.0,3.7331819843796104,3.723106251245357,-0.0,-0.0,-0.0
serpinb9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
hdgfl1,-0.0,-0.0,-0.0,1.0561455394273984,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
lyrm2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cradd,-0.0,-0.0,-0.0,-0.0,0.6075626122871582,-0.0,-0.0,-0.0,0.5988519742219713,1.7995641094974906,0.59690066261578
slitrk6,-0.0,-0.0,-0.0,305.992894067992,306.561086082677,306.4930390713567,306.52705565990067,305.92530737029415,-0.0,305.95064598497186,-0.0
adra1a,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.43865018200152905,-0.0,1.388258383011902,-0.0
pcdhb8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4933415a04rik,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
gm9803,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
paip2b,-0.0,-0.0,2.110279174197536,2.1159305356692775,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
npas4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
c2cd4c,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ccdc42,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tmem268,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.1078474857091174
4933440m02rik,-0.0,2.246998687145532,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.7874878532493934,-0.0
clec14a,0.6411618790169927,-0.0,-0.0,0.642850069151799,-0.0,-0.0,0.6482034167676198,-0.0,-0.0,0.6424275147764983,-0.0
ifit2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mtmr11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
bc049762,-0.0,3.021966768430593,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mrps12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
wnk1,2.573180020057322,-0.0,-0.0,-0.0,-0.0,-0.0,6.293778851112653,-0.0,-0.0,6.274818644053093,2.5674387353863337
gpr158,-0.0,-0.0,-0.0,0.4671309479159874,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
teddm2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ing1,-0.0,-0.0,2.110279174197536,-0.0,-0.0,2.123552884391419,-0.0,-0.0,-0.0,-0.0,-0.0
slc25a51,1.5341251604140442,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.4965549703436651,-0.0,0.4967787202517558,0.49247360091252995
c2cd2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tmem104,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
eif4g1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.990806970912526
4930451i11rik,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
onecut2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.1890666361983484,-0.0
b3gat1,2.0298021540427897,-0.0,-0.0,0.2811894156285919,-0.0,-0.0,-0.0,-0.0,-0.0,0.28091533704398175,-0.0
polr2k,5.268794554373267,5.2690846016233746,5.2653185281170405,5.2716976543334155,5.281465825404681,5.280295993577187,5.280880790937952,5.270535713217741,5.266042009898347,5.270971331479334,-0.0
naa11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0123924768903934,1.015873279095642,-0.0
gapt,-0.0,-0.0,-0.0,1.996476928838789,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.9885043466519077
pnlip,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
zfp830,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.270535713217741,-0.0,-0.0,-0.0
pofut1,2.777156340130741,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
stard5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.3231986255538954,-0.0,1.6945622648823064
snx12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.719136721036848
otulin,84.31767163620096,84.32231589466969,-0.0,-0.0,84.52056564123855,84.5018340881948,84.51119796470937,84.34555121359244,-0.0,84.3525263724947,1.5374887940457924
sbsn,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
gm15428,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
eid2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ppp1r15b,0.6628234021558825,0.6629945792479797,1.9447901872518636,0.664537624866179,-0.0,-0.0,1.9668946287970424,0.6638512839434093,-0.0,0.664108560577451,0.6591561420965257
igfals,-0.0,2.7774276717814503,-0.0,2.7798722853670252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
lrrc8d,4.743620162540742,0.8557815620480409,0.8520683280311877,3.1542936865387072,-0.0,3.1773730461145773,0.8674639490917612,-0.0,13.381648831957499,-0.0,13.355482915205867
clec9a,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tmem174,-0.0,-0.0,-0.0,0.9088347911952877,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4931422a03rik,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
hpcal4,2.777156340130741,-0.0,-0.0,-0.0,-0.0,-0.0,2.7884658722862676,-0.0,-0.0,-0.0,-0.0
mcmdc2,-0.0,-0.0,5.536219734350697,-0.0,-0.0,-0.0,-0.0,2.2487575678293323,2.2447217249553746,-0.0,2.24160677041324
serinc4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cep295,-0.0,-0.0,2.244072089196443,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
9930021j03rik,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
patl1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1700018m17rik,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
fut10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.2447217249553746,2.249148875762762,-0.0
tmem229b,-0.0,-0.0,-0.0,-0.0,1.4177830082412053,-0.0,-0.0,-0.0,1.4055506126836927,-0.0,-0.0
chrm3,0.09434764646913142,0.09440247162653045,-0.0,0.962701272069344,-0.0,-0.0,-0.0,-0.0,-0.0,0.0947596373532331,0.3925937099917349
olig1,-0.0,1.7000189276706519,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
gldn,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
adamts6,4.119950467890146,0.7594250306421798,0.7570646806667075,-0.0,-0.0,-0.0,-0.0,0.7603353341156703,-0.0,2.185670820350151,0.7553456670229989
pabpc6,-0.0,1.2907215396255687,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.2883787333501555,-0.0,-0.0
nxph1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.5343609510174225,-0.0,-0.0,-0.0,-0.0
e2f8,1.18743715044457,3.178863194837506,-0.0,1.1896105140271531,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4930550l24rik,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
gsg1l,0.8964174169312192,0.256946853920035,-0.0,-0.0,-0.0,-0.0,-0.0,1.9144364781337304,-0.0,-0.0,1.899948651393123
zfp84,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cd109,-0.0,-0.0,-0.0,0.5130137669277169,-0.0,-0.0,0.5178185370392487,-0.0,-0.0,0.5126346770989296,0.5082610840427066
pcdhb20,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
iqub,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.5428727356581193,-0.0,-0.0,3.5292439324579905
ttc39d,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
scaf8,0.8142055180085556,2.3137899323441458,-0.0,2.3177316115683837,-0.0,-0.0,-0.0,0.8153309933751394,0.8124275945442783,-0.0,-0.0
sprr2g,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
pnma2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
pik3r6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.619434404189096,-0.0,-0.0,-0.0
cym,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
rprml,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
plaur,-0.0,2.573447709754938,-0.0,2.575859545955296,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.258753663494604
scand1,2.573180020057322,2.573447709754938,2.5699722764980373,2.575859545955296,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.258753663494604
vps13a,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.8631149804884166
hepacam,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
nme9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
pilra,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
adam29,-0.0,-0.0,1.4698924545090633,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
usp27x,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tusc5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
she,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.559505866774708
adam20,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
pnma3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ankle1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
zfp62,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.3963623192464927,-0.0,2.3932044791807736
ai464131,2.2471936481136834,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
stxbp6,0.03685934658693937,-0.0,-0.0,0.18442854806110823,-0.0,-0.0,0.03803929727484133,-0.0,0.4986486115243659,0.037069831179559615,-0.0
bc107364,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ccbe1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.196494174124596,-0.0,1.1853777359976239,1.1890666361983484,-0.0
dppa3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ermp1,-0.0,2.781983645199106,-0.0,-0.0,1.0232985883388641,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
slc25a23,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
rpl37a,-0.0,-0.0,-0.0,-0.0,-0.0,1.5519409440973906,-0.0,-0.0,-0.0,-0.0,-0.0
fam178b,-0.0,2.6115131251138246,0.9385040259934677,-0.0,-0.0,-0.0,-0.0,-0.0,0.938999725810467,4.831205159796868,-0.0
gpat2,-0.0,-0.0,1.883415871870498,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.8810504824600989
gm11223,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
zfp322a,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.023342681528893,-0.0,-0.0,-0.0
gjb2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
defb14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
rpl27a,-0.0,3.7216930761197133,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mgat4e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
asphd1,-0.0,-0.0,-0.0,4.290490317306373,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
jrk,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
pcdhb17,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
rbp1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.432585849495018,-0.0,-0.0,-0.0,-0.0
yod1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.266042009898347,-0.0,-0.0
1700067k01rik,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
kcnk6,-0.0,3.7216930761197133,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
irx3os,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
lrrc75a,-0.0,-0.0,-0.0,-0.0,-0.0,2.5837983172796712,-0.0,-0.0,-0.0,-0.0,2.5674387353863337
bex3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
hnrnpa1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
gm5564,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cmtr2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.570639866534053,-0.0,2.5674387353863337
ppm1e,0.6628234021558825,0.6629945792479797,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.6611999076534011,1.9528089845743815,8.41031835332228
camk2n1,0.8744938786294976,0.8746869894054136,-0.0,-0.0,-0.0,-0.0,0.8825552132268667,-0.0,-0.0,0.8759435789407277,0.8703554293947697
tmem150b,-0.0,-0.0,-0.0,3.0244444639420753,-0.0,-0.0,3.0331538439048638,-0.0,-0.0,-0.0,-0.0
sh2d7,-0.0,-0.0,-0.0,4.986144846517649,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5930403n24rik,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
sox18,2.1133582479440967,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
scn4b,6.270654520166209,6.2712093569141,-0.0,-0.0,2.5848787137035703,-0.0,-0.0,-0.0,-0.0,-0.0,2.5674387353863337
mospd4,0.5812141341572372,0.5813750852949244,-0.0,-0.0,0.5882650770171209,-0.0,0.5879386569095693,-0.0,-0.0,3.400434422794717,-0.0
c1qtnf2,-0.0,1.8866611671387,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
fam19a4,1.18743715044457,-0.0,1.1848366386890887,5.757455848035358,-0.0,-0.0,1.196494174124596,-0.0,-0.0,-0.0,-0.0
cox17,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
golph3l,-0.0,-0.0,-0.0,-0.0,-0.0,2.787918507934975,-0.0,-0.0,-0.0,-0.0,-0.0
kctd4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.5439774349213333,-0.0,-0.0,-0.0
ar,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
zfp526,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
fam43a,0.17768430464119778,0.17776733376271656,0.6611951507349505,-0.0,-0.0,0.6741878851372887,0.6746979013046879,-0.0,-0.0,0.6660831565546326,7.472179498221174
spin2c,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
zfp319,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.284908980388263,-0.0,-0.0
arsj,-0.0,0.8143929582441138,-0.0,0.81608242094675,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
unc119b,-0.0,-0.0,2.5699722764980373,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.5674387353863337
4930430f08rik,-0.0,2.247454154869124,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
zfp518b,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.2883787333501555,-0.0,-0.0
lyrm4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.1890666361983484,1.1827837024859658
prr12,-0.0,-0.0,-0.0,3.0244444639420753,-0.0,-0.0,-0.0,-0.0,-0.0,3.0237557405260693,7.278998620442197
gm7862,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cfap58,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
lrrc8e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ticrr,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tmem215,-0.0,-0.0,-0.0,2.575859545955296,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
bdh1,-0.0,-0.0,-0.0,1.3494233532104132,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tcaim,2.573180020057322,-0.0,-0.0,-0.0,-0.0,2.5837983172796712,-0.0,-0.0,-0.0,-0.0,-0.0
b3gntl1,2.873164502049942,-0.0,-0.0,-0.0,-0.0,1.0623178480708582,-0.0,-0.0,-0.0,1.0556247456757262,-0.0
hrk,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
oacyl,-0.0,1.0542723449062434,1.0515747138505955,-0.0,-0.0,-0.0,1.0627381166196233,-0.0,1.0520927478176294,-0.0,-0.0
vwa5b2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
actrt1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
olfml2a,2.2471936481136834,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.24160677041324
rps11-ps4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
gjb4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ttc34,-0.0,-0.0,-0.0,7.050841531933452,-0.0,-0.0,1.55241845138295,-0.0,-0.0,-0.0,1.5374887940457924
zfp316,1.8864111825815562,-0.0,-0.0,1.8889136560502617,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
rbm12b1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.0190820957428905,-0.0,-0.0
cxxc5,-0.0,1.703514976012451,-0.0,-0.0,-0.0,-0.0,0.5693873058525688,1.705470170578941,0.5612631406618052,0.5639557831398578,10.2317862878161
mtfr1l,3.3250379575824964,3.325316673319774,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.319059612567264
tmem251,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.715351798078831
c87436,3.3250379575824964,-0.0,-0.0,-0.0,-0.0,3.336091845930241,-0.0,-0.0,-0.0,-0.0,3.319059612567264
0610025j13rik,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
gm5424,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tifa,-0.0,2.399132278796365,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
chtf8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
enpp7,-0.0,-0.0,-0.0,1.8889136560502617,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.8810504824600989
slitrk4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
csnk2a2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mapk10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.3145663528056581,1.3205306393403118,-0.0
hmga1,1.9939397163647137,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.9915347448666172,-0.0,-0.0
foxc2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.7331819843796104,-0.0,-0.0,-0.0,3.715351798078831
